,mz,rt,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,B_1,NIST_1,SP_1,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,B_2,NIST_2,SP_2,S_21,S_22,S_23,S_24,S_25,S_26,S_27,S_28,S_29,S_30,B_3,NIST_3,SP_3,S_31,S_32,S_33,S_34,S_35,S_36,S_37,S_38,S_39,S_40,B_4,NIST_4,SP_4,S_41,S_42,S_43,S_44,S_45,S_46,S_47,S_48,S_49,S_50,B_5,NIST_5,SP_5,S_51,S_52,S_53,S_54,S_55,S_56,S_57,S_58,S_59,S_60,B_6,NIST_6,SP_6,S_61,S_62,S_63,S_64,S_65,S_66,S_67,S_68,S_69,S_70,B_7,NIST_7,SP_7,S_71,S_72,S_73,S_74,S_75,S_76,S_77,S_78,S_79,S_80,B_8,NIST_8,SP_8,S_81,S_82,S_83,S_84,S_85,S_86,S_87,S_89,S_90,B_9,NIST_9,SP_9,S_91,S_92,S_93,S_94,S_95,S_96,S_97,S_98,S_99,S_100,B_10,NIST_10,SP_10,S_101,S_102,S_103,S_104,S_105,S_106,S_107,S_108,S_109,S_110
475,197.1008466,0.607850094,702128.1065,695574.7901,401663.8445,713846.223,1114232.375,549737.4965,977900.7267,405454.6207,356063.2231,367595.3317,,794272.2886,1158268.791,576256.9184,402255.345,334103.1224,662089.0654,299891.264,1271345.878,565341.0244,1049425.238,737818.6674,1030577.848,,1135431.095,1447667.869,833861.9859,1043280.723,293105.6505,1289291.863,1259442.507,998715.7962,576136.2819,460536.7701,925757.5437,496981.2826,,1045768.668,1188325.915,649653.9186,1434044.049,895109.5018,1158804.788,1069886.114,884376.4062,954394.0553,871208.4568,1084196.687,269522.5801,,1178555.289,667020.7197,880455.9681,890462.1282,321042.3992,267971.4236,694623.9924,416599.7013,416055.1838,716888.2048,722596.8772,480324.8198,,1207271.621,1105002.285,1102595.654,973028.2334,866559.1307,968245.1687,466961.344,565735.4832,1255167.317,1030940.338,924360.1923,1050444.2,,1198577.306,1063622.331,363147.5143,841259.3035,407788.0769,719369.2886,391094.8882,806669.3262,676971.0856,735969.245,359584.9007,373168.0169,,524550.9487,997125.7332,441754.9668,357489.634,380110.8049,1203806.739,440624.6773,1288012.815,871941.0033,981382.9986,1065984.118,969450.8091,,375535.3932,1127406.035,928812.5119,369442.917,785377.9789,662182.5625,760375.3509,852779.4896,836121.4537,1157835.19,1132383.113,,987465.0984,1124227.641,633011.2811,803864.1858,502086.2011,1061907.713,1079369.996,1226770.898,559581.726,1331324.953,430562.3986,905308.7628,,771773.0724,1124701.285,777728.4502,943613.5314,933367.5883,814308.1667,611818.971,875427.4293,853528.2766,763966.0758,814729.6225,1134542.545
480,123.0552672,1.243119374,692148.3189,685008.7923,1257831.591,736557.6986,684721.8417,628272.5269,935605.5298,1497465.912,,938597.0216,,,1151788.156,,,,5738276.175,,,625482.9097,490936.128,366908.6376,,,,1183493.792,600313.2407,719859.9458,694935.839,894657.8577,627408.4549,982525.534,,,940956.7546,,,,1284184.243,909450.3191,1029964.777,472123.6398,,,627483.0986,575306.5782,553242.1801,806700.541,866596.3714,,,,767833.8621,882223.2383,769238.3353,884186.8747,,,1406479.703,820256.5044,,1002900.868,,595469.1447,1207144.191,1084858.66,828755.5026,560431.3643,1018360.327,,385202.6656,721942.6793,15661398.81,236689.3299,770055.7434,,528945.8512,1284120.073,660218.4867,580465.1437,,762261.4816,547945.4702,503178.9805,683485.8205,,851665.5159,973242.0236,,,1186723.329,1167574.527,772384.1289,1104646.254,402571.3261,590868.4536,443700.2855,1072958.588,809801.3197,574066.333,911401.9769,,663661.8496,1300881.625,649520.2068,324808.7629,,705381.4426,572021.3026,1141969.287,478209.4417,351317.5107,1171742.923,,449698.5981,1093837.341,438660.6665,580380.6311,589715.7596,671177.5238,1225497.719,673389.3588,562579.0145,669529.0731,1033328.126,473593.3175,,516390.5766,979212.6913,822321.7275,,313299.4778,466135.8654,639870.3287,1160502.692,476992.1273,328101.7662,1445670.109,362592.7344
481,162.1124353,0.802926159,95595.8968,448432.4961,2367915.274,462576.3783,399851.2755,272618.6527,2518622.628,697042.6623,658789.6094,2114903.211,35903.48403,1029382.05,1149678.025,2131796.573,2249012.934,,324056.9364,1349566.52,455629.5471,2380450.189,1455418.308,381368.2068,883637.9031,17717.92779,1005295.422,1407449.172,270263.6357,,,733739.9597,723046.8529,,344803.241,581515.1145,548669.9826,896559.1013,33271.78503,594245.7591,1231233.491,516418.4906,1128194.456,,515432.207,316617.0032,366053.2052,431059.2075,454356.158,876121.4915,553364.7376,64084.23941,,1803909.748,685173.1586,802058.0279,339617.2913,1047351.406,586278.884,926276.1652,568466.8752,651407.9644,494874.815,668114.8461,59432.47752,2324148.079,1484398.696,642881.3309,,838434.2058,631046.6277,601863.3405,,960214.4558,510797.74,691987.6543,,36237.74946,1557454.743,2028344.111,806095.2057,892087.7916,1949474.127,522287.33,772863.6872,627333.9386,,,,2261837.424,49279.55922,720339.8837,1849955.565,1855262.164,716574.5421,,727207.6233,486030.9794,434249.0797,1404077.637,1083805.061,555607.3364,616152.1051,46549.39925,784138.0981,1911338.221,,683769.5311,,574321.5526,386673.5667,,,490037.2957,596734.8348,90253.00697,,1308822.717,,692413.8287,,593839.622,,,,,,854026.8826,44340.35736,678921.438,583239.3347,551747.6085,250602.2847,578427.5596,490752.415,617431.9798,380944.4353,,775241.0838,216016.5686,592662.7176
486,834.6003937,18.63784984,1170564.582,814607.9366,2132677.06,1191825.335,1414042.84,1128236.413,1729066.729,2183329.917,938997.962,1053850.066,,860789.1182,1137694.069,1658701.409,749988.8314,985979.307,1153759.81,2570742.188,1452893.376,823061.9474,2579385.818,1161269.339,1387590.157,123159.2041,769373.1586,1255376.954,1590161.489,1712572.78,1659372.828,1137352.183,670450.8531,611248.8674,947544.829,943201.3826,694065.6742,1554706.739,,793440.7632,1274478.841,1181143.476,2059030.697,1293168.641,910912.0948,1540270.394,1358835.716,2331028.796,1410130.001,813700.9499,1322278.884,,792923.6443,1174327.616,2564593.842,838361.8745,1018241.639,1354761.372,584510.6007,2032682.389,822769.1408,974535.7271,1244309.568,1230227.556,,717868.1435,1048586.431,2307286.225,662803.5424,1113180.362,1118347.892,975029.9261,1114007.071,1221948.696,705937.1438,874658.8623,1478896.219,,646405.6357,1038343.613,1351710.854,931061.9981,1334779.787,1898260.948,915497.1967,1007225.117,1373057.022,1319225.264,1015910.266,1078566.979,,658851.8988,1336858.021,1579458.97,1342992.413,998855.3029,1228555.904,983786.0842,1086321.491,973134.3296,482471.5263,1166519.025,1005410.825,,658206.2051,1289597.16,1574918.064,1620488.263,2228868.612,773793.8312,1084302.956,1332994.978,1540078.305,2228048.543,1884717.539,242061.0127,1232572.984,1832339.182,1280613.351,1448706.724,1517293.965,2150730.172,2961303.378,2078494.444,1650055.383,1360066.452,2328227.482,2309584.611,262925.8829,1329107.108,1875946.255,2126667.545,2925186.164,1048845.988,,920399.6952,1138564.713,1641390.989,1605272.622,2758085.745,1746325.306
487,463.232442,14.01450149,1814046.775,,,,124134.6525,369583.9301,2028595.399,945939.378,1384020.85,8554506.712,,395725.253,1133850.033,137094.4848,470145.8819,376903.8656,899339.7583,239637.0966,1761671.936,111453.1697,1762789.439,1976716.609,244676.1771,,396976.4026,1151484.897,2691536.065,297733.4573,42122.96859,166246.0989,240078.3699,228697.1637,765710.1697,,1197598.798,787726.7762,,374872.1248,1142467.877,94995.18606,1176854.889,183681.0168,18468587.26,1050001.497,198596.3385,206994.705,1253371.231,124489.5179,248113.1829,,395453.9779,1068313.91,88151.3279,2364644.821,118453.3793,200034.6048,2262298.046,196050.7613,823653.4981,58390.58195,1144439.69,205736.3744,,427752.691,1069091.61,531351.4413,2213982.443,619966.2316,223427.2521,1140508.675,603787.9794,1619998.536,442317.0466,764653.8671,143304.7383,,400033.9452,1091782.924,582492.032,6621131.627,703052.321,262390.2477,1830251.709,1348949.46,781470.1287,373808.5325,631058.7334,208112.2516,,401322.6019,1085100.261,698756.0114,441088.8753,139152.1647,284042.5838,589040.3341,95269.19776,1613928.394,850869.4544,638103.8337,789675.7538,,406330.7412,1027278.281,272695.644,153256.5921,132361.0778,1310500.532,266103.8374,3281080.946,109937.1087,111373.2585,620349.8402,,385683.1816,1034627.281,278176.6754,7739908.276,1378895.224,4288024.654,968648.4698,68051.30475,475372.6103,93997.87518,2439728.413,855898.5186,,344112.8465,878923.0751,68003.37627,2032411,194739.2502,361432.5139,466833.9223,1181472.578,323151.8438,119742.6961,1645130.992,319769.9596
488,227.9546396,0.573570143,1082979.133,1096522.031,1073275.243,1010943.216,1012246.344,957267.5183,976289.7786,1034814.112,1025328.965,1087102.175,,1409424.551,1130894.679,811561.7953,1114982.32,1033995.059,1087210.339,994695.1482,1142734.886,1083325.922,885376.3509,1132561.312,1045219.991,,1764448.126,1032011.182,959904.1521,1011335.564,1008792.192,1140540.715,1045285.191,1117029.106,883853.6583,1190708.186,1086068.354,1001342.308,,1735269.05,1087757.084,1080954.247,1296101.267,1033348.335,1094935.833,1053709.134,1041646.153,1142464.469,926764.5936,1058147.427,968500.4755,,1815310.412,1003390.299,1050655.784,1209940.746,1016752.272,915761.5342,1069828.345,961926.1328,1041889.453,1014043.734,1028881.148,1126339.307,,1882342.598,1123739.318,1047212.272,906274.4426,977165.3993,975067.664,911543.8156,896180.4849,1094481.756,826837.5203,1096655.112,1074695.871,,1706024.647,1103602.8,1008326.647,1156710.058,977111.4567,1024149.315,1028082.142,931230.6531,979611.3014,901590.1507,863810.5448,971653.3309,,1588843.981,991904.3537,909663.6879,935748.2974,1019451.932,1291499.543,930086.8259,1188778.597,1036289.019,987401.8851,1206217.306,1027734.84,,1523726.423,1018506.073,980483.5002,881390.2758,832437.3278,915646.1341,943544.4702,894428.987,945535.8464,995618.3296,1193442.153,,1366231.906,1058444.077,793606.5074,930308.3024,985991.834,1037764.824,967577.6902,1073030.687,999773.5738,935876.8814,835058.0063,1103253.865,,1432052.201,900868.3791,961991.7911,987393.9201,1087685.052,899275.2191,1045651.896,1011762.137,924259.8186,762094.648,960528.2502,1075269.616
490,251.1276445,13.28463609,854473.5552,,419329.0641,893035.2705,904961.5005,3278229.459,1532053.167,738790.7808,1122897.547,745962.071,3082990.43,1075773.591,1129273.419,1055342.015,1487904.703,1279210.905,292439.0291,1947054.079,496849.7452,566366.0558,333634.7673,1083529.511,1825201.605,2746816.09,366606.634,1184322.602,1500763.307,551944.5665,1312221.14,817416.5281,1061470.32,1299830.213,815117.2669,781237.9852,1510687.556,604404.1716,3060575.652,1057051.026,1179128.417,1226876.089,1002556.716,1333060.638,749349.9235,1706515.711,341219.1669,1240806.56,1410761.201,536612.9011,945583.3168,2947973.451,898556.0671,989823.9735,525799.118,904563.3707,736658.3355,1293411.723,1062360.997,995353.2969,933677.4344,305426.6532,1341139.251,2174621.164,3201744.61,960191.3132,990124.8126,298991.0123,1656824.546,778383.2677,693617.6996,789228.2305,812709.5728,1450388.331,1028429.455,547442.8992,986653.3435,3452314.258,897876.1811,994194.0154,1290456.461,472733.6468,1268679.574,1020555.249,866005.2607,1797443.692,331097.5382,756211.5616,459087.55,698822.5404,3143070.271,866508.9007,974919.6271,1731630.985,815466.0887,317055.0604,2617025.388,1081251.053,932254.2936,816728.7488,1043131.512,1195797.8,313615.4398,3029999.551,874611.5273,956156.1473,69682.98068,423643.181,1221187.071,255289.0602,708054.0889,1082257.615,1285455.67,665765.6152,733669.6532,691097.2831,689846.8837,,632577.6456,784699.9071,68480.67942,,960574.665,575342.3614,723716.2961,678023.6923,57288.8905,783816.5353,,717406.2184,,709580.8384,632652.6274,1098541.874,769572.1894,547448.9273,1217023.85,1169398.655,946650.7854,503025.5131,309137.1739
493,189.0392653,1.122866193,934123.9902,1072335.198,1302446.997,991354.2926,963920.653,1053922.011,1066179.604,1095272.149,1010235.755,1219918.942,,1653.635859,1117492.982,895961.2877,1269817.691,1112563.964,1096569.153,1128625.768,1188040.803,1142756.946,950763.9291,1111086.725,986694.551,,3498.624498,1037771.739,1034405.924,1068471.903,1080091.676,1200758.376,1065024.327,1127823.748,959261.8046,1264909.332,1082998.382,1070595.917,,,1114327.732,1111309.446,1085170.285,1143531.78,1010409.734,1132707.218,1176787.126,1353484.825,1027598.014,1051831.625,1090192.403,,1756.633023,1043545.503,1043988.915,1298828.176,1146759.604,1080981.084,1101764.613,1016061.321,1190141.188,1074218.594,1157357.065,1202947.259,,,1222059.223,980489.3061,1052804.484,993734.4146,1222046.58,1056696.399,974048.2353,1065748.661,977779.1638,1116620.997,1144753.817,,3611.172334,1192906.124,1183677.868,1310204.156,1192465.718,1122831.735,1130632.856,1045410.82,1304888.642,1753630.567,1083332.843,1164526.138,,,1060856.01,1125029.521,1100373.329,1220356.939,1252597.299,1121428.113,1234260.583,1199366.801,1190800.461,1260633.374,1131668.052,,,1005605.022,1053237.278,1027605.993,937748.1804,1016048.198,1049963.817,1913561.915,1035091.913,1838354.382,1984889.381,,4562.702954,1105971.177,916138.1187,1077077.172,1108108.888,2112266.562,950959.1203,2109496.967,1964546.723,1903354.657,736860.6032,1035274.256,,,984764.7767,1021016.452,956161.077,1144924.534,867066.9778,1495730.654,1027295.752,1836612.241,881687.1795,931007.0181,1222013.772
499,352.8971517,0.592484507,345571.6387,297339.6604,796521.8321,412914.2002,951734.6271,334693.6665,1005746.658,932639.6447,487174.9258,566807.7097,,784695.5135,1091822.846,805745.045,569403.8782,485244.8134,396694.0518,628907.6899,694916.9056,369327.239,941516.4556,657584.0051,426817.1145,,1166407.764,811185.1549,1016037.835,985678.4129,284337.865,1151610.204,1171808.326,551776.7034,859698.9518,607619.4811,599194.5482,575306.8462,,973929.1252,1009266.19,513907.7077,778089.1097,775083.235,539010.2352,971887.6228,1045270.196,1418747.089,1010660.742,335029.6162,420803.9257,,1001792.848,325327.5469,443399.8022,622201.0926,500473.0436,,261644.553,11342.4276,609235.9393,342778.155,751442.371,410854.197,,1040440.706,877462.6402,768473.3363,785952.2961,666725.273,831520.4575,424032.0879,455797.0964,352920.7096,918278.856,782529.8118,345750.8015,,872568.4063,349047.9815,450927.9572,573907.6918,,553238.7598,360189.5216,304437.2474,,206720.7389,501317.6661,591300.452,,,746941.1702,362134.0783,,508457.9553,328479.6163,407284.9417,651447.7617,844278.8566,802275.0368,434891.6859,510838.9472,,,21095.58679,326579.944,480529.9369,573747.1132,551651.6033,474902.3679,385698.1433,208875.4475,369645.8709,449329.3917,,847034.5218,747756.1468,298152.8516,628220.8715,423551.8287,813140.7965,284806.2298,739596.4487,593082.9038,499873.7933,377594.2113,382829.0886,,433358.6388,804404.562,336487.8771,230252.3788,848248.0905,557486.0692,524962.7533,421627.8584,380078.5194,805834.3393,551321.4534,748940.327
502,131.0225151,1.208730964,985715.5179,1068405.649,1186394.526,899360.1293,1103639.591,948317.3589,1118086.84,1056571.955,985288.0013,1117152.66,,,1077638.235,850524.3331,1172101.386,1053348.962,1039341.77,1075770.737,1076163.235,1111662.596,1052921.285,616764.9253,1042963.539,,,1083272.532,939623.5322,1042419.138,971884.6406,1119830.048,1034278.062,1077562.278,740757.1254,1248499.851,1008810.841,1032548.107,,,1077055.643,1092339.074,1119629.226,1112956.386,916412.4297,1034725.294,1072383.601,1162165.616,926137.6571,1035103.624,1031558.608,,,1045207.127,1061310.594,1153132.995,1076760.449,958565.1657,1080138.802,1002586.986,1094316.718,1045797.962,975352.9691,1155868.342,,,999652.4601,940207.6961,963037.5305,979951.683,1128855.645,919298.8758,889722.3954,985638.303,954261.1354,1070158.425,996767.5229,,,1032101.473,1015171.987,1178616.417,1021184.951,1017896.048,957545.2788,979259.5485,1163432.279,901180.1114,942163.6241,924286.7138,,,978924.1406,990976.8576,1011554.766,1075730.787,1062191.853,1058007.445,1126156.102,1103250.998,993946.3949,1127444.381,993423.4941,,,908602.8771,1339574.707,968450.2634,853731.3799,958343.8107,917382.6351,955611.4012,977831.9688,927321.3908,1100452.769,,,1145619.952,886233.226,991867.1043,940553.1783,980213.0069,862755.3211,1061187.855,966407.7876,925603.144,792295.8178,1094566.418,,,976774.1797,1080382.857,953614.708,1105918.787,865891.4188,1009881.829,1021098.199,891520.7115,818830.7742,998075.3016,1207393.234
503,832.5821556,18.46639927,1157467.762,1382460.822,1003541,1437861.213,1727598.917,1331892.168,1209036.373,1083276.227,1316163.601,1092179.302,,1186036.83,1075071.542,1148982.284,660127.3504,816325.0516,946632.7806,976353.4557,1558677.652,2093777.587,1172343.465,1594054.213,1391148.564,,1085454.126,1125011.548,1159578.565,1810971.259,1146588.41,1646497.16,1062099.412,774187.9158,623110.0157,1949875.014,697040.8653,1640850.305,,1159979.907,989065.9195,861980.8694,1891287.182,1101358.512,689991.5948,1315402.728,940604.1373,1842659.441,1228235.487,2179687.612,1192082.456,,1264699.722,1262799.476,927151.2848,1291413.928,1709255.292,1691815.782,2782250.108,1366555.004,1730360.069,1626946.548,1224816.628,1337671.131,,1156294.021,1225126.556,1249534.909,1039028.33,875875.0227,1555663.89,686115.2819,843056.8573,1380312.37,612473.0861,1511481.014,1415054.084,,1202036.88,1351296.499,1002414.465,742198.8871,1639287.214,1320543.777,1589976.147,1405578.911,1402846.912,1199899.793,938280.579,1618885.087,,1043152.508,1373618.919,1322869.454,1259802.258,1179555.764,1300492.884,1591615.522,2276862.14,1246481.322,1237194.1,1969184.395,1574407.303,,1305913.943,1605536.649,968271.0748,937354.0976,812360.384,768836.0311,857131.9353,1269470.461,1473561.519,1845170.187,1022972.081,,997744.1327,1322014.448,1271116.362,726025.7755,1246953.178,1394832.153,1010586.367,851132.2481,1127270.058,1126804.8,736150.2488,972975.8281,,881651.7497,920668.6802,1024299.326,915808.7687,1459312.391,383240.2111,1091207.751,839454.4914,773177.0652,510058.3658,536868.5982,1132864.602
508,246.9436342,0.501315695,1229925.178,1211909.918,1333023.21,1000660.097,1073775.361,1036998.859,983608.0141,1130347.712,1070724.486,1100129.34,,9593.728436,1059446.844,896496.6471,1040817.741,1200344.636,978074.6366,985262.5282,1082241.91,1110395.84,905424.6365,1116434.931,905912.1672,1261619.975,15262.37444,1013647.008,916387.7972,860275.5927,1095721.476,1212791.012,1130910.735,1086501.013,849019.6488,1274931.019,1047261.891,965292.0742,18045.83749,13152.29815,1036956.377,1063186.417,1117001.663,925345.5585,971136.8505,890583.967,1049916.997,725890.8148,842442.6497,1104539.6,1080069.939,19856.57053,12017.98921,1116025.625,1141542.737,1083884.961,1236023.976,965177.1741,1059856.117,1164422.171,1243332.049,1220557.799,1176761.567,1165604.021,,13897.59177,1063202.716,1176965.376,1080135.3,1118070.014,1042075.349,1028524.28,906890.1154,1087368.28,924534.6168,1041353.743,1143901.784,30845.41724,12684.94367,1150809.064,1140241.28,1265770.165,1410017.948,1156727.42,1202249.824,1032493.061,1141547.301,946105.5352,1182030.427,1157759.628,,10084.36004,1145068.316,997392.2667,1260196.869,1353791.957,1496634.368,1061154.896,1300559.852,1168445.778,1001348.966,1207706.774,1026051.06,,13193.45441,1073208.162,1091571.827,1008340.292,889836.7618,929693.9608,1034556.037,973344.197,1233090.444,1044013.769,1279227.466,,12182.51013,1173887.061,1072184.711,1070687.617,978186.4935,1262801.401,1013398.705,1077912.123,1136191.064,1011567.686,1006419.8,1124321.736,,14485.22917,1038569.647,1078547.76,1081792.358,1318785.228,962702.2837,1010025.329,1179104.765,1075868.49,955252.342,972854.0212,1195187.116
509,194.0375551,1.118846495,1081391.467,1175820.089,1329725.484,1002739.709,1113375.465,1071976.513,1048176.425,1093204.618,1039704.346,1222982.678,,,1053083.517,937819.3089,1335501.822,1145968.558,1116510.256,1207667.812,1220701.841,1233043.59,1062946.037,,1025662.831,,,1166473.632,1077072.742,1071939.724,1101155.569,1214874.844,1221689.395,1143471.569,881454.0959,1271731.841,1143260.798,1139184.547,,,1118577.861,1100618.726,1124938.466,1016431.66,962075.8244,1196241.346,1135791.408,1382935.227,1033020.555,979396.2542,1005865.708,,,1027084.868,1025627.228,1256790.683,1074347.309,986484.3725,1004914.485,980005.4915,1059108.488,1017019.652,984125.3551,1137595.846,,,1122831.064,1014643.817,1102547.713,986270.2306,1147723.121,958864.9365,2080708.361,996691.6677,1947901.151,1143210.048,986027.1604,,,1165848.135,1284873.596,1224354.085,1163581.428,1089615.319,1133157.242,991827.3367,1186144.084,2041531.779,1024283.008,1177805.965,,,1066896.44,1177278.909,1057940.705,1219078.253,1267490.833,1057590.532,1332567.756,1258241.356,1115452.382,1215160.703,1085965.265,,,1074748.13,2329613.71,1084361.297,927192.0704,946516.7126,2058343.511,2079560.96,2218781.967,2072364.031,,,,1116677.009,959124.5533,2269131.827,1188196.582,,2067928.354,2266521.071,1063054.666,,1716775.733,1140930.391,,,1032928.149,2314762.136,,1342771.583,,2213187.137,1094501.583,2020717.14,2073379.944,1055223.516,1154003.041
511,131.0224763,1.119467896,881145.7431,977214.1462,1082982.232,904183.6533,879191.7752,966238.8483,952784.2019,1095689.416,918618.8544,1114787.077,,,1036351.525,818445.3391,1145482.419,1056859.578,939941.0292,1001597.451,1091230.871,1029567.052,825449.2164,1061995.878,964355.1333,,,920268.1583,880506.2494,999601.5805,1004682.745,1085636.679,1010616.756,1018271.179,830909.0784,1133026.417,1005916.532,988174.6593,,,1029376.843,983370.466,1023823.003,1010355.589,880424.0845,1028873.187,1078049.943,1224557.301,902034.0442,933731.6681,915292.0344,,,956883.3086,889653.4895,1072300.412,1023073.043,947629.9536,1017628.165,902406.5702,928791.2452,939854.2231,987137.283,1037122.655,,,1031312.693,889121.5086,925448.6162,880926.1751,983597.6778,882877.4384,876996.533,875800.9437,1732113.875,917556.5995,948380.8414,,,1022179.172,1072371.144,1084861.501,937452.2987,951667.9371,999113.9647,856854.3697,1105070.344,1597074.142,866746.948,1027485.606,,,914011.5628,856437.8522,979234.2183,940126.8576,994538.687,916994.1102,1046785.635,994565.5256,948560.1141,1022856.181,900216.1237,,,882584.6405,,1873684.335,1627849.114,883391.3739,861465.828,1791065.555,1869419.17,1739806.469,1886392.835,,,917035.7844,1666433.04,1923435.166,929076.6687,1892136.941,1656624.59,2029514.652,932307.7719,1821357.098,1414768.831,894661.9868,,,1793484.443,1983415.732,1791435.278,1096736.83,1625691.1,973849.5213,927268.0744,1771921.732,1609218.666,1809163.179,953359.5604
513,833.6503089,19.40859887,1398803.44,1314493.617,2106257.145,1461133.837,1796807.03,1214508.45,2054485.784,1761296.685,1189939.547,1312564.607,,1150254.139,1033220.218,1407129.86,701974.466,1193035.189,1174774.644,1545431.195,1766238.588,1726020.102,1902988.427,1467926.878,1697145.01,,653853.1954,657368.6429,1444505.35,1797244.385,1702172.409,1828904.322,804663.5244,928216.4941,1265270.27,1143187.427,657230.2836,970405.6885,,1061941.676,1063921.117,1438359.488,2127429.867,1489958.054,1580091.459,2072617.984,1455429.395,1813636.439,1605238.444,1590810.407,1479567.31,,1148601.444,1157255.789,1525331.863,1398539.999,1184367.333,1413869.31,2359131.867,2255947.997,1363086.377,1991499.932,1691155.256,1586874.966,,1054280.586,1113116.454,1882773.47,2042763.647,936871.3097,1296876.395,1262165.843,1572859.184,1003735.122,818274.0981,1605467.891,1456072.58,,1154536.912,1113301.122,1014379.108,921944.4652,1597424.506,1910267.144,1720233.702,1571105.323,1985573.082,2150577.182,1087680.98,1336689.08,,964793.5473,1577076.699,1039910.992,1515566.18,1614330.018,1562143.283,1763716.385,2304539.556,1407152.733,1474423.544,1437142.595,1176231.237,,1236851.2,1582406.419,2688328.056,2675282.045,1902624.555,1990690.73,1931749.318,1875198.115,2402002.539,1830393.688,2541693.997,,2349163.684,1883452.723,2057649.698,2370289.185,1705121.413,2547030.946,2293897.378,2776059.382,1865752.549,2001160.446,2280962.782,2344288.746,,2221842.515,2014468.616,2069025.557,2234788.655,2036676.707,1486906.044,2403623.531,1944613.873,2404862.076,1801280.761,2364639.439,2341453.958
519,309.023328,1.234934768,994481.9811,1092981.662,1246011.16,984380.7299,1103091.846,922155.1219,980597.7664,1107549.658,926344.4032,1012023.263,,,1027330.571,771376.9743,1106906.028,1021134.798,858787.4169,1008957.056,1050500.295,1038653.427,833796.3495,688787.7741,840185.041,,,1082325.628,976068.4316,951861.0338,973797.5117,1158697.136,968776.4461,1031442.022,705756.7486,1176408.167,923814.3925,1007858.496,,,1001797.849,865302.0377,1095811.239,1052006.276,942989.686,1002893.995,1120699.044,1045593.837,790807.2044,1024548.205,942737.6992,,,1006008.188,1024728.859,665477.9142,930069.1749,891058.9204,1017260.114,946818.1856,1089070.611,1023161.107,1031102.345,1087023.355,,,1055396.175,932954.5701,937516.4048,925399.4886,915288.6712,861889.6823,812923.1116,950525.1435,810616.6512,967483.7109,905635.8762,,,1098954.843,926212.7633,1056828.53,1028260.49,978128.2624,1011957.296,861109.8183,1144898.779,983529.8707,883937.5836,917871.4096,,,976490.4433,896000.9776,910838.9841,974929.774,990295.8365,895814.0106,1071024.794,1070420.646,966848.6783,1051072.734,936003.1033,,,895801.9416,1032026.723,914068.8722,722400.6796,892351.7972,810321.8877,910578.6134,876081.1816,829606.098,934245.515,,,1071012.761,806766.1408,907898.7823,898362.8516,953669.746,817848.3203,960185.4222,826904.1931,919642.0017,671621.5931,992056.4892,,,905850.4235,823104.6371,916765.4859,1107432.612,716177.8768,945797.4834,1014758.071,860649.8212,715841.4999,840075.8512,1060435.236
520,200.9729128,0.502823731,824249.753,1128573.096,881956.3343,899001.4949,928303.8673,1241414.644,1245069.805,1182017.021,878658.4683,1001950,,5157.562794,1025634.229,1013107.116,1250841.421,841638.9753,929120.8361,1238180.641,1164932.233,1074533.913,1197637.695,824752.0679,1084791.218,,,978872.9942,1095016.465,1025447.83,1013834.577,898068.4464,979926.5573,1072569.211,857006.3756,1404346.733,1122828.893,938218.0566,,7235.237373,1035868.937,1133860.917,1163131.87,1171581.03,958727.1464,1131065.933,906932.0003,1174402.369,1072605.826,900188.0472,1216816.557,,,952499.0122,691599.0412,907551.4997,939200.9351,1305103.632,1029298.999,1016978.04,1075182.411,1045987.371,859416.0026,1071662.911,,7721.188496,896977.9374,774788.7659,1195668.271,839797.9145,959129.6455,984477.1506,1141322.381,924476.6659,899640.0171,847795.1962,936253.4292,,9489.783003,915132.7302,1004801.043,1015018.515,944123.5428,832615.7656,931118.7176,867096.0898,1606737.237,900144.919,871374.2398,1102124.17,,4100.320662,949517.2131,1114498.415,936688.6152,1062738.561,981724.7634,1043532.113,1020837.11,1142016.509,1043944.676,1023170.025,1138379.828,,4790.26918,991374.4539,914144.3611,941651.9067,836176.2521,796747.1065,939600.9834,857883.5478,1002302.58,807194.4302,763507.4886,,,947659.889,900002.715,763230.4465,1196333.978,714451.3384,901952.9487,958388.5954,835135.2693,917007.773,839848.962,1012415.441,,,911145.8334,1009384.37,825220.9271,1079498.057,757095.9033,857607.7722,915306.0174,663085.5731,684400.0953,808288.6907,1120680.293
