"","mz","rt","S_1","S_2","S_3","S_4","S_5","S_6","S_7","S_8","S_9","S_10","B_1","NIST_1","SP_1","S_11","S_12","S_13","S_14","S_15","S_16","S_17","S_18","S_19","S_20","B_2","NIST_2","SP_2","S_21","S_22","S_23","S_24","S_25","S_26","S_27","S_28","S_29","S_30","B_3","NIST_3","SP_3","S_31","S_32","S_33","S_34","S_35","S_36","S_37","S_38","S_39","S_40","B_4","NIST_4","SP_4","S_41","S_42","S_43","S_44","S_45","S_46","S_47","S_48","S_49","S_50","B_5","NIST_5","SP_5","S_51","S_52","S_53","S_54","S_55","S_56","S_57","S_58","S_59","S_60","B_6","NIST_6","SP_6","S_61","S_62","S_63","S_64","S_65","S_66","S_67","S_68","S_69","S_70","B_7","NIST_7","SP_7","S_71","S_72","S_73","S_74","S_75","S_76","S_77","S_78","S_79","S_80","B_8","NIST_8","SP_8","S_81","S_82","S_83","S_84","S_85","S_86","S_87","S_89","S_90","B_9","NIST_9","SP_9","S_91","S_92","S_93","S_94","S_95","S_96","S_97","S_98","S_99","S_100","B_10","NIST_10","SP_10","S_101","S_102","S_103","S_104","S_105","S_106","S_107","S_108","S_109","S_110","pValue"
"54","212.007673","1.249620872","12697268.41","13955021.97","12943783.09","11536947.75","13053908.05","12616691.66","12861933.01","13328135.53","11770342.42","13405258.39","","59180.24116","13990076.1","10786367.89","11804145.2","13127150.31","7808020.851","8190297.152","12323067.46","12327834.55","7742530.587","10378868.29","8041312.382","","59801.41623","13045817.54","11892292.46","12813968.56","11498874.91","2880524.197","12282663.74","8992555.731","6673198.004","14404036.3","7703644.643","8427429.561","","68589.12661","13482494.7","12014508.98","14354794.14","13406410.24","11442563.68","8877516.531","13020076.64","12754159.87","10517909.03","8669396.263","12455160.27","","80565.25802","10173853.68","6065828.409","8869201.885","12832257.77","11477300.08","8998266.954","6856028.426","10520353.85","9225436.437","12822186.99","13427270.82","","111080.5951","13159099.42","12025045.91","11933460.1","8452316.723","8539083.204","7587635.192","10656040.69","12257309.81","10603960.68","9170139.459","8898634.436","","85540.88194","6999057.817","12721859.69","9328820.26","9876083.115","8680634.129","9031140.735","7906122.6","9452982.71","10960308.23","7400408.41","8234812.506","","94153.87791","11365751.49","11284835.99","12148007.32","13242722.53","10606114.46","7882943.277","9156501.282","6778072.719","12329790.2","9384281.516","8651154.521","","81452.71536","8844222.488","12972654.08","11153254.88","8883934.7","11158702.75","10338816.55","11112532.93","8644385.752","7727035.849","12879676.9","","71518.89841","10262847.35","10430853.2","12599016.73","12152623.08","12651971.13","10398597.13","11649572.76","11850886.63","11746861.78","8929069.123","12766383.49","","56182.00104","8130812.754","7778767.366","12211173.99","10875692.17","7992323.018","8891483.705","11571987.69","10533638.73","9969234.658","10982764.84","8973352.414","0.14241656302061623"
"57","522.3554288","15.82407623","46148563.45","25538751.73","59034187.01","37442187.67","30146916.24","30457169.64","32173789.21","34136162.61","36674074.2","28013946.93","113311.3139","34095661.3","13083307","46466853.63","27943521.72","22393037.61","11538412.3","36506818.9","27477341.69","47343872.64","15209338.71","76033805.69","53789150.74","168794.3713","33186859.29","13353004.09","37896959.23","46635565.6","30742892.79","19578292.2","13634461.25","24161814.74","41422907.14","41201367.4","19495035.47","23809198.35","106493.7143","37921708.88","11597236.32","70964602.66","45169688.2","29113722.25","31175873.86","55579538.06","31522762.28","26551910.68","37576826.5","37686313.1","18222304.88","94713.1173","31216991.31","14757427.88","45928494.52","24432097.94","42833216.16","39410594.14","27933243.96","36919304.16","32794521.88","53345025.67","34229605.61","23679319.46","","29183536.1","15845055.98","43706008.91","12897400.46","17776240.88","21686176.1","28008514.58","35204598.27","12448538.6","16810649.92","40141983.31","22693637.22","","31857528.72","13795350.62","15509913.91","11209558.41","37983005.7","27882587.34","34019822.03","33855178.68","29917550.86","32520326.63","19319791.35","40098168.91","","27048589.36","15635686.43","20442139.9","25957539.11","40211151.97","22225700.4","32311540.33","46054689.64","16422316.66","35538721.82","23092757.9","19735124.22","98366.19084","32331538.71","20745726.45","58690503.22","47076785.73","66535044.69","34137491.48","31589834.79","46266935.23","47583029.27","32027480.15","76812161.34","180588.5597","89875067.25","24493642.36","83037601.86","53495568.5","50244780.56","53327283.75","40133660.9","71916550.96","66914451.44","51261905.74","38431063.84","31288194.66","149258.5996","72215136.73","41723195.63","59330301.39","36033918.1","46784748.19","50656164.67","59628085.03","24012541.5","51591338.09","125242275.9","71255658.92","70744874.51","0.3230215457142054"
"58","158.9640566","0.572792988","12081928.81","12999800.85","14121103.39","11872542.06","12488848.85","12063300.29","12335996.74","12955497.62","12027017.44","13040207.29","4486809.112","15163517.71","12929899.96","10261534.75","13261894.58","12411278.76","12257836.74","12111038.04","13766573.58","12326022.03","11392110.92","12178037.72","12063120.49","4514482.479","17500762.39","12457741.88","11322026.95","11667723.79","11758127.72","13983178.29","13244496.93","13378128.23","11101685.26","14548184.39","12720327.66","11990041.3","4393914.058","17535538.9","13016350.23","12599334.53","14258605.4","11995302.09","12334250.92","12643943.95","13111235.58","13686448.07","11573315.4","11936065.16","12081465","6304081.073","17414667.61","11986980.22","11980491.33","13365245.74","12351452.99","11382191.15","12312042.59","11559428.47","12977228.73","12188153.17","11870978.77","13467949.54","3955654.233","18061332.6","12906920.32","12337141.66","11174004.84","12054754.85","11718394.07","11192209.91","10781102.83","12036099.93","10572016.27","12590216.43","12564653.21","5781024.947","17792401.95","12905231","12470353.19","13969847.99","12592995.21","12440898.76","12183519.82","11329887.26","12803849.12","10798925.84","10780072.1","11920861.66","5896468.612","17325005.69","12043822.29","11500403.72","12109772.43","12990133.34","14317460.55","11457957.93","14372271.71","13120646.42","12161337.58","13978480.15","12377899.25","5045687.831","16234700.48","11744653.77","11625026.02","10949563.3","10258149.57","11292483.11","11352045.8","11284000.34","11128999.81","11418089.09","12975119.3","9444775.462","14224366.24","12437558.71","10017371.88","11635491.73","11779127.51","12868005.75","10982650.49","12528563.25","11974308.48","11354003.65","10264149.19","13524915.64","7487045.359","13860458.99","11513697.43","11633251.57","11687848.66","13436173.61","10398404.42","12533503","11877143.78","10950806.84","9916040.796","12245349.85","12863254.89","0.5017521794935963"
"59","216.9505018","0.502682092","11875685.67","13927260.66","12969247.71","11616900.66","12585764.68","14044207.34","13360678.24","14253832.59","11829137.04","12522123.56","","78547.07685","12898139.83","11640328.56","14043163.13","12751651.49","11928443.37","13566072.71","13558978.44","13353226.43","12155806.82","11589042.93","12400227.16","","108777.967","12091735.03","11859485.23","11127334.57","12657205.14","12667989.98","12602014.71","13066125.37","10325353.62","16195494.12","13243361.67","12076320.99","","74638.54634","12377986.4","13051752.65","13944274.47","12793358.08","11576617.98","12317111.75","12393729.55","11094265.09","11643086.7","11866994.43","12999786.98","","85187.58297","12189616.7","10210022.16","11035059.89","12230118.46","12709782.64","11981570.83","12399780.67","13687233.55","13248172.93","10975415.08","12962653.77","","95331.74792","11801576.68","10417344.85","12873679.26","10609080.39","10989125.48","11381988.85","11380776.31","11379535.43","10259824.55","11073580.45","12019880.28","","73210.24869","12144127.58","12411071.55","13151822.21","13011863.71","11236155.03","12254310.4","10958673.65","15135574.8","10933578.15","11592201.98","12892432.19","","65346.15595","11531952.02","12068973.48","12263842.64","13284727.71","13675764.57","11758792.23","13073845.42","12446270.32","11195653.19","12797537.89","11873484.14","","84645.51078","11442192.08","11129080","11054496.21","9505926.458","9693258.46","10704996.63","10271421.24","12503552.2","10089109.58","11068245.83","","89815.18528","11503776.45","10890743.11","10336537.54","12173859.48","10776051.74","10516063.96","11484501.9","10801987.93","10724983.03","10256880.99","11870349.33","","114676.9783","10791668.85","11863550.59","10843977.23","13304920.64","9217786.363","10625623.48","11314040.7","9593879.434","8936019.328","10028088.48","12726775.17","0.5087582726032716"
"69","216.9226289","0.598982187","6772254.844","7052252.557","11645317.69","6948828.839","9604351.36","7773562.652","11667078.13","11376594.78","7881316.507","8864980.27","144034.0312","9477417.079","10541888.15","9827176.508","9462763.21","8120264.688","7318639.439","9542388.726","9540802.885","7621330.757","10993905.25","8191173.645","7486578.314","154681.0312","9622608.706","8839130.602","9875228.662","10466290.54","7179851.198","11499039.68","11945043.98","8085058.613","8485219.619","9899392.647","8316837.56","7792215.699","","10081869.04","9831824.865","7609378.387","8556514.753","8270535.906","7438851.825","9824516.001","12037734.7","12432938.05","11305197.95","6125724.336","7464719.404","190314.0241","7898457.949","6357319.573","6680784.559","7906940.322","7959051.561","8148557.074","6311605.833","8859741.719","9443610.416","6645339.139","7732145.271","7631930.393","","7753477.762","8730996.746","7540722.449","9777239.214","7498316.232","8774345.404","6541920.138","6289905.045","5811441.302","9272189.347","8289754.016","6656986.249","","8759077.33","7070304.383","7238278.345","8308550.056","9261537.13","7127567.523","6545453.881","5747638.274","11872069.92","5588849.086","7545085.621","8393831.133","","8334874.497","7745469.16","6252700.709","8951648.639","8165321.166","6605303.937","7016978.079","8373241.867","8856746.542","8234691.91","7409515.375","6887239.69","","7152056.736","7550877.205","5860866.273","7034320.313","6408100.647","6821872.008","6683642.524","6324030.275","5225507.165","5831846.407","5815785.876","","7081214.426","7618034.602","5573136.735","7182559.914","6655005.103","8198398.397","5341511.413","7486360.328","7265344.774","6414226.787","6310560.961","7187998.915","228632.1551","4101017.08","8394474.28","6185242.592","5505602.754","8824848.358","6360138.731","6886174.179","5417962.293","5540909.33","7930786.899","6792552.169","7311450.324","0.05669836380897686"
"72","232.9279964","0.502653186","11145206.55","12014760.49","12478153.2","9412165.445","11051035.54","10033949.67","9763268.599","11162929.54","10783128.18","9929446.987","224360.233","90293.33115","10425731.57","9044998.371","10637579.75","11717637.94","9808258.309","9724908.272","10388756.18","10899871.83","8794703.38","10739249.56","9542341.968","14491618.03","161417.4776","9704037.358","8699568.675","8514493.364","10458497.79","11684853.26","10830588.06","10636548.23","8412946.136","12610389.56","10232332.6","10170154.23","172270.1008","88511.13886","9656860.414","9954571.983","10830173.3","9039738.442","9475432.271","9806345.644","10933741.6","7480992.56","8650945.095","10217957.15","9607614.33","270870.7357","109680.0565","10203537.9","9814586.909","9495907.019","10992684.77","8660429.112","9599811.069","9946692.866","10967388.18","10817535.71","9964942.771","10740961.04","164880.8746","117635.6329","9665000.293","10044463.8","9719465.288","9447893.018","9028467.534","9000265.633","7804623.178","9544742.168","7951411.317","9522122.365","10360919.05","218160.2911","105808.067","10557299.57","10092773.94","11363406.53","12443072.41","10156820.39","10406216.48","9026403.294","9733246.33","8853561.565","10098920.95","9824571.493","98240.36859","93276.99579","9907002.685","9160663.087","10709706.8","11945382.61","13286998.21","9383766.37","11578624.44","10018281.13","8876546.477","10967540.39","8745311.256","258824.6599","109972.1357","9457326.616","9091786.097","8676431.309","7831113.062","8208163.155","8502036.126","8495355.811","10325002.91","8846349.765","10865249.22","142608.9449","92245.11091","9943038.387","8821478.975","9187209.595","8726226.659","10722838.3","8603089.667","9630968.255","9644216.354","8748419.054","8189930.636","9770767.817","207311.8224","105055.8769","8887518.877","9343475.516","9264931.313","11244290.17","7967514.99","8709149.549","9944862.463","9365778.614","8219236.346","8600010.187","10165357.38","0.7444441622601216"
"73","100.0757033","3.594320774","4052615.062","3910524.39","3821254.669","3329670.151","4448580.835","4103971.568","3358548.296","3540272.285","2611269.396","7534299.297","11919575.65","4327612.128","10024629.84","5191895.624","6018264","3773220.254","2047558.219","5239687.146","4577124.053","5341390.325","6535780.203","4393417.78","2644563.677","4548251.886","2895316.509","6136545.1","3758288.994","2623272.508","3650161.653","5684701.777","3087456.143","3707564.046","4120199.32","4942604.709","6769595.96","4158237.551","5544563.147","1797542.968","5183315.376","3857751.526","5215184.326","3829070.507","2855288.59","2836956.047","2630417.316","3334991.434","2960259.178","3358066.679","2321759.934","4815965.306","3013632.868","9045863.532","2822028.887","3162762.134","4496028.905","4188383.106","3928242.692","4401151.842","4116762.401","4719058.952","3251363.441","5368403.904","5781251.247","1647718.348","6507606.106","17869363.07","3559688.489","4738090.284","4208313.356","3564171.911","2992650.198","3634963.805","2409227.452","3876862.416","3265848.077","7470767.054","1520071.623","3822474.183","3845512.094","5004183.248","4036618.282","3009014.684","3713739.427","4021205.841","3592374.051","3135789.858","5076406.612","4143198.178","3823489.766","2012016.603","3213454.321","3486428.978","5274981.893","11673575.13","5126871.23","4535722.262","4400513.651","3371085.229","4416408.489","2982567.65","3042736.067","6162640.448","17418158.07","3262515.397","3954331.149","4133678.822","4736677.706","2108638.308","34483746.72","4331956.419","8701698.399","4358889.337","4683537","13702521.52","19005302.48","13083417.25","3506159.093","4610540.528","2782586.685","5187763.856","5094993.838","3392970","3770001.115","4269464.756","2422114.293","4700832.871","6543931.315","2705681.105","2779789.93","3381218.597","3021295.96","1405557.092","1984034.653","13350678.29","1472430.624","4731185.905","3119973.771","4236981.854","5486003.721","0.535578073534244"
"78","130.0863069","1.024116191","9631885.342","7206385.41","15385707.36","7835200.612","9037443.372","10564423.93","8109328.522","13103730.01","5297994.206","9973966.829","247795.4774","15771132","9221514.588","7244376.94","11077617.25","14669368.01","7921809.931","10918667.57","11439686.57","9399873.335","13420611.62","9673802.472","9075845.767","375135.7896","15178141.24","8320138.057","10495598.51","12214897.07","6869825.971","10309058.25","6596498.112","13332442.07","34602048.7","8387952.314","7885000.659","4432093.892","609083.8262","16230795.91","7823764.371","10000259.26","13062375.98","5452778.654","11966184.86","56182646.42","9562629.539","4459694.298","11335829.29","5509651","11520757.72","288330.6957","18848622.56","15643199.31","5917130.201","12007899.58","15190024.78","9045449.051","10455607.28","5416316.489","21520634.58","8196982.975","13115496.48","6032938.25","483171.9198","20201854.47","14785225.82","7686074.183","13814804.5","23994855.15","8634253.891","7627780.509","10167310.6","7730673.429","9189679.061","5684631.757","9124113.844","","19104745.62","15764242.42","6447899.278","6399795.931","15115829.34","13953819.04","8222835.515","10175715.84","7452922.988","9838147.061","7128867.833","15330577.9","457675.4441","18625662.32","14675731.94","7161480.833","9253570.18","10913628.1","7154377.025","14807742.9","12019041.97","8294100.859","10687511.11","12338269.27","10930028.08","367895.4855","17816527.19","15117820.23","10081013.33","7194351.623","11594721.03","13017562.58","8178284.018","13698599.79","8033111.347","11558841.24","9123734.581","151140.6079","14973525.86","9566851.153","9867663.438","11867741.26","10922901.63","25709078.97","2971593.606","11279854.77","11321220.5","7416664.004","9137954.841","9948560.136","168481.4388","14948324.54","12008132.51","19214005.18","19635753.31","6954141.549","5247103.152","11753485.6","11287087.2","9671833.018","15680675.56","19761024.19","11893265.17","0.02120454429257801"
"88","784.5846653","18.33222164","8188288.771","6563714.855","9189726.386","9091151.434","10028647.69","9545935.632","7420149.213","7570637.288","8183129.269","8201483.977","1037995.793","8011472.266","7848962.451","9838027.497","4853783.033","7262075.503","7172600.439","8183666.448","10482358.55","11004347.11","7641096.382","9986072.873","9142172.756","1134360.503","7454182.074","7607298.092","8394972.325","12500868.82","7691876.625","9726314.995","10090691","6236155.209","6442864.717","11239881.84","6266756.276","8528318.873","1268373.133","7959208.104","8473888.287","12960288.05","12033851.62","7209314.719","8126709.327","10963056.83","7405486.754","11163729.51","9158290.692","10054532.34","7182006.462","403270.2893","7512235.821","7407058.155","6420023.392","8834972.78","8193245.19","10208390.89","10976673.15","8997796.931","10703810.96","10295278.87","7589446.236","8440218.503","1040743.713","6688332.905","6922365.075","7765585.392","8324631.395","6924723.059","7503314.461","5888971.07","5853492.55","6771823.126","5218443.154","8019609.046","7469818.522","534722.4886","7648896.675","7163635.292","6350204.369","7172936.704","10297815.63","6648787.173","7825755.824","7550561.296","7526933.187","7734500.1","6064051.462","10012084.06","1335785.582","7789550.973","8449817.143","6997515.067","7149313.982","7759945.419","7482971.396","7833479.238","11729458.28","7947891.467","8203905.015","9750839.295","8576818.026","1340854.743","6827329.092","8379016.576","19980248.58","17174786.92","","3681944.673","","","13682014.65","","","860597.182","5701516.382","5721238.548","","13561424.37","13161444.27","","","","14003489.05","","","9681076.285","1812790.964","10888901.43","","","4099974.153","11906170.11","","4317008.022","9471972.888","11533670.82","13139113.33","","13597860.52","0.5822857993492254"
"94","103.0542029","3.322538791","6871496.293","8156871.303","7741358.132","7566922.217","9096051.827","8231181.564","8085841.226","7693149.986","6906865.694","9274100.768","","9402416.109","7666457.36","6032597.012","8728589.363","7935705.752","6293887.421","6391694.706","8496655.043","8243537.152","8213328.083","7748839.395","8217277.781","","8574745.935","7512129.636","6959308.752","5676828.804","6349298.627","7286280.967","7984419.908","7472604.717","6477883.751","8099414.344","7784594.401","6433093.389","","8409971.283","7258957.264","6667589.802","8885593.233","7102243.505","7084787.793","","7902938.188","5273902.976","7271484.042","7013939.026","8294845.177","","9320089.285","7212634.29","8275384.49","8749569.086","7902914.066","7439560.591","6970108.985","7865845.289","7179220.196","8409587.552","7577667.659","9946925.962","","9026862.055","7324124.059","7613049.477","7646525.952","7835210.271","7040362.165","7910250.385","7045625.859","8008814.705","7036221.49","7770166.416","7846740.336","","8759845.941","7884029.237","7216063.268","7054607.594","6551276.185","7688312.197","","6385783.881","7948903.648","6408723.396","7225858.478","8416431.001","","8572854.7","7098807.48","7663220.774","7780494.999","7896616.749","9211958.391","6471408.39","7904283.775","7234567.963","7671926.621","7308790.222","7448152.964","","8815521.415","7534799.2","7325121.161","11345840.38","7069093.906","7377730.217","7130421.522","7819270.707","7325696.686","7403221.137","7841329.706","","7391019.182","8175209.163","5288653.013","9068627.819","7573384.623","7474375.253","7509558.644","6092929.282","5329272.599","8089200.298","7599052.368","9657248.009","","6976900.48","7482265.999","7371617.553","7097650.916","7052590.407","6065468.165","8249410.378","7329714.545","6490191.358","5788418.684","6535825.081","5099086.625","0.511642689922575"
"100","216.0194768","1.186569149","","8520757.519","6998391.608","","11395490.66","14963376.64","","3946590.979","4530313.04","2898587.43","","171939.9386","7287589.224","7507660.829","4889716.431","","5635898.965","8904490.877","11281169.6","7655625.213","7610829.665","13032434.59","8610133.886","22638.78552","102793.6361","4166715.599","4441105.094","10382530.68","4576611.899","7484572.559","9287715.833","8599512.239","3587924.756","","7359141.344","7786933.143","21476.82598","109225.6872","6030949.478","4474688.348","","","3495866.915","","","4682018.346","","4023214.622","4409332.352","27333.65852","121054.5765","2299698.179","3727320.312","7502355.935","4397249.869","","8565688.675","5413046.976","3318434.3","9726699.896","7393581.541","","","155027.9925","13745710.55","6756797.212","11382770.02","","11306402.09","","10630559.18","4422322.032","9781755.461","5419657.294","","","130232.3418","","6410864.553","","","6349973.077","5567708.029","3916585.118","4609544.255","11043799.48","","4393890.351","","69871.96354","3893092.656","5825117.895","11324231.64","","","","","10394902.29","7148548.262","12581501.24","","","78933.19907","13214130.87","11959789.75","11109550.84","9688273.973","10570700.68","10579406.97","","11042098.29","11342510.3","14372624.12","","218148.2166","6226879.947","7854793.693","11008387.04","11773342.93","12113311.66","12039759.32","12485879.34","11500907.25","13004947.02","7914573.696","","20940.91572","199191.0014","11046667.5","5381319.638","11271526.99","13104485.21","9705606.551","13164427.75","9462934.262","10924300.85","10054284.08","10786858.52","12880224.16","0.21622028231898072"
"101","361.0621903","1.170910285","5639867.998","6741357.874","5174018.533","7394922.538","6724675.981","5628888.011","6970325.8","6615758.528","7248050.378","6952116.186","","72147.239","7252229.089","7289330.667","7385530.639","7252392.993","6539370.343","6679816.284","7060263.709","6946827.914","9721124.914","6326475.282","6852157.86","","94505.27182","7127012.587","5306300.41","5386874.103","6098691.999","6404689.134","8886449.462","7890096.463","8527092.609","7727807.298","7215188.968","5502646.834","","100724.9857","7059817.49","5620981.421","7562444.574","6989524.964","5850080.641","5979701.865","6515199.68","6038746.064","7612115.32","6714029.115","7015277.937","","101832.6945","6457365.542","6597169.671","6265799.319","5196517.123","7106869.559","4963822.651","6302272.911","5418878.56","5680259.216","5587889.808","7965528.249","","124270.6752","6430677.57","6435239.626","6848315.249","8605389.287","6077436.583","7159957.589","5583913.432","6177066.345","6994844.667","7058641.881","7211321","","117498.9687","7178914.422","8703943.18","5737956.867","4617421.533","5776398.365","6695703.798","5573636.126","8427939.668","5468388.485","6396766.819","6734107.645","","126732.0297","6600248.824","7108959.175","8119407.414","6196820.362","8680386.288","5071359.243","6110833.133","6843077.534","7279335.153","5373339.851","6713076.117","","112141.8953","6358736.145","5184225.294","6107105.615","5635204.936","6824898.658","6055414.154","6245562.346","5425922.024","6695506.224","7947895.186","","110471.0835","6763017.132","4823633.608","5714103.203","6799859.848","4784236.866","6394646.424","6582287.921","5795749.363","5493589.449","7012417.683","8258400.203","","77402.10394","5707234.27","6050087.051","6067064.29","5383389.836","3711528.161","5989726.54","5713566.496","4934041.023","5802705.053","6401947.935","5855305.88","0.15653312451739465"
"102","210.0607149","1.154384925","6832386.716","7791142.699","","","","7842135.637","6374189.674","","2684301.287","","25251.13","64591.52253","7244167.485","","6421777.035","","5745642.035","12413203.43","6183480.357","","","6382552.507","5870117.722","20585.51756","50827.2076","6322213.046","10403054.46","16038317.47","6659010.044","6005471.556","","11668282.89","6283118.23","7211655.483","","6082962.111","24027.37208","54789.67194","5865319.031","11321230.73","6749958.796","6152127.102","5442428.719","5305645.099","4319964.974","","","5816152.226","6480389.899","26394.74122","88468.11987","5715241.943","4939164.355","3194791.514","6198117.977","","7888071.747","5298944.285","","6087051.606","5283128.001","6413752.837","24067.87197","80564.80098","5309649.199","5792783.499","4762138.844","","","5470840.51","14514374.7","5885479.742","12878548.23","5166614.176","5573382.319","","81136.31219","15093650.45","3614659.947","5968668.477","","5354022.751","","5373627.381","5469609.096","","","4779025.613","","98999.68846","4965075.773","5664142.617","13550645.33","14128636.19","6452623.41","","6152645.046","10941357.28","5045144.934","9652498.854","","26930.8774","81709.43421","3208920.741","11880867.41","12472858.6","4232788.017","6892911.25","10287360.35","","","","14152905.18","","187335.7355","4370443.451","","10982772.61","11566675.49","","","","9386396.417","9609279.691","3562872.206","4397437.879","32844.262","166873.213","2109796.312","6619868.247","10524987.76","4846088.728","8862365.069","12925771.77","","","8981839.967","12776844.93","4674949.901","0.07966230611749059"
"104","130.0216879","1.209337012","6808670.245","7034701.384","7906156.572","6286142.362","7162344.946","6407196.377","7098527.755","7065954.043","6627778.381","7906468.619","22344.80242","28024.60051","7042043.613","5718259.443","7708499.051","7162896.143","6645300.913","7048146.136","7332647.246","7183512.28","6762825.313","6673012.145","6127865.036","","35107.88539","7228393.958","6513262.192","6714544.281","6527265.34","7404211.503","7244591.351","6913853.741","5508944.432","7962964.875","6846358.643","6642217.681","21403.14145","34296.94041","7273394.035","7167609.985","7601388.781","7022209.819","6118047.34","7038972.939","7141480.857","7613076.778","6329771.312","6929325.024","6551296.62","22218.04716","35620.4079","6919787.911","6929708.574","7304007.443","7214693.632","6486501.798","7365541.628","6660683.915","7415935.798","6654435.196","6985729.814","7589066.487","","37297.82842","6618421.564","6491314.238","6181401.688","6631904.809","7210832.22","6093412.447","6171916.301","6573710.917","6037974.615","6911250.638","6712011.45","","37505.48417","6959124.128","6906105.789","7944650.026","6563489.407","6534706.127","6213444.583","6200326.865","7858951.48","6040506.974","6201189.938","6203385.913","24173.58608","41442.89484","6731431.621","6429630.373","6527428.779","7093279.615","7136410.71","6672694.122","7809499.513","7658253.346","6457508.108","7373271.158","6480573.09","","37865.05612","6666625.061","7269353.173","6796176.463","5523472.814","6451853.272","6117936.605","6419738.716","6505586.878","6337092.747","12562232.63","","35764.2526","7482635.119","5786144.076","6328212.093","6776789.942","6590705.723","5742097.195","6968070.313","6465322.538","6364294.516","4964006.496","7122133.975","","26171.77335","12169898.41","6771686.225","6388461.801","7897115.771","5760604.084","6627177.957","6942618.829","6035951.541","5897890.952","6338263.761","7854306.394","0.19075162373317534"
